DESTINATION,CODE,PRICE,CHANGES,"EFFECTIVE DATE"
"DOMINICAN REPUBLIC FIXED",1809,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809179,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809200,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809201,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809202,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809203,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809204,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809205,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809206,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809207,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809208,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809209,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809210,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809212,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809213,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809214,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809215,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809216,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809217,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809218,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809219,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809220,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809221,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809222,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092220,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092221,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092222,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092223,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092224,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092225,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092226,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092227,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092228,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922291,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922292,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922293,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922294,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922295,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922296,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922297,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922298,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180922299,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809223,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809224,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809225,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809226,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809227,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809228,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809229,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809230,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809231,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809232,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809233,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809234,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809235,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809236,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809237,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809238,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809239,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092403,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924093,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809241,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",18092427,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924300,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924301,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924302,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924305,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924306,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924307,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092433,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092435,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924350,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924351,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924352,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924353,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924354,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924355,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180924356,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092438,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809245,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809247,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809248,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092480,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092482,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092484,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092485,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092486,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092487,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",18092488,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809249,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809250,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809251,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809252,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809253,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809254,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809255,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092550,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092551,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092552,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092553,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092554,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092555,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092556,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092557,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092558,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925590,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925591,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925592,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925593,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925594,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925595,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925596,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925597,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180925598,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809256,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809257,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809258,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809259,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809260,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809262,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809263,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809264,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809265,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809266,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809267,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809268,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809269,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809270,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809271,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809272,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809273,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809274,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809275,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809276,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809280,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809281,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809282,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809283,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809284,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809285,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092850,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092851,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092852,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092853,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092854,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092855,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928560,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928564,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928565,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928566,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092857,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928585,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928586,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928587,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928588,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180928589,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18092859,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809286,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809287,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809289,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809292,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809293,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809295,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809297,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809298,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809299,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809301,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809302,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809303,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809304,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809305,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809306,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809307,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809308,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809309,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809310,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809312,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809313,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809314,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809315,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809316,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809317,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809318,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809319,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809321,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809322,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809323,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809324,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809325,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809326,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809327,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809328,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809329,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809330,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809331,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809332,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809333,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809334,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809335,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809336,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTIAGO",1809337,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809338,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809340,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809341,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809342,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809343,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809344,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809345,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809348,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",180935,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809360,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809361,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809362,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093620,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093621,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093622,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093623,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093624,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093625,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093626,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093627,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936280,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936281,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936282,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936283,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936284,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936285,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936286,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936287,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180936288,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809363,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093630,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093631,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093632,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093633,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093634,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093635,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093636,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093637,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093638,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809364,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809366,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809368,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093680,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093681,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093682,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093683,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093684,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093685,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809369,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809370,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809371,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809372,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809373,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937304,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937305,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937306,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937307,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937308,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180937309,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093731,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093732,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093733,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093734,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093735,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093736,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093737,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093738,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093739,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809374,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809375,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809376,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809377,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809378,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809379,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809381,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809383,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809384,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809385,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093850,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093851,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093852,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",180938530,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093854,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093855,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093856,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093857,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093858,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",18093859,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809386,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809387,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809388,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809389,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",180939,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809401,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809402,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809403,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809404,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809405,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809406,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809407,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809408,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809409,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809410,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809411,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809412,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809413,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809414,0.016700,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809415,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809416,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809417,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809418,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809419,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809420,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC MOBILE",1809421,0.053000,new,2017-06-27
"DOMINICAN REPUBLIC FIXED SANTO DOMINGO",1809422,0.016700,new,2017-06-27
