DESTINATION,PREFEX,SELLING RATE,RATES (US$)
Mexico - Mobile - IUSACELL,5216672987,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216672988,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216672989,0.00495,0.0033
Mexico - Mobile - IUSACELL,521667367,0.00495,0.0033
Mexico - Mobile - IUSACELL,521667370,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216673710,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216673711,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668120,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668121,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681220,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681221,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681222,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681223,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681224,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681225,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681226,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681227,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681228,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681290,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681291,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681292,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681293,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681294,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681295,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681296,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681297,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681298,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668132,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681330,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681331,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681332,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681333,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681334,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681335,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681336,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681337,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681338,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681340,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681341,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681342,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681343,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681344,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681345,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681346,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681347,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681348,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668135,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681410,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681411,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681412,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681413,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216681414,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668167,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668200,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668201,0.00495,0.0033
Mexico - Mobile - IUSACELL,521668202,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216682030,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216682031,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216682032,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691320,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691321,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691322,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691323,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691324,0.00495,0.0033
Mexico - Mobile - IUSACELL,521669137,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691380,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691381,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691382,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691383,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691384,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691385,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691386,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691387,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691388,0.00495,0.0033
Mexico - Mobile - IUSACELL,521669143,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691440,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691441,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691442,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691443,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691444,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691445,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691446,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691447,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216691448,0.00495,0.0033
Mexico - Mobile - IUSACELL,521669179,0.00495,0.0033
Mexico - Mobile - IUSACELL,521669220,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216692210,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216692211,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216692212,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216692213,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216692214,0.00495,0.0033
Mexico - Mobile - IUSACELL,521669533,0.00495,0.0033
Mexico - Mobile - IUSACELL,521672103,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721040,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721041,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721042,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721043,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721044,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721045,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721046,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721047,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721048,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721060,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721061,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721062,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721063,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721064,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721065,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721066,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721067,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721068,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721070,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721071,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721072,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721073,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721074,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721075,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721076,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721077,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721078,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721080,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721081,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721082,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721083,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721084,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721085,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721086,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721087,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216721088,0.00495,0.0033
Mexico - Mobile - IUSACELL,521672116,0.00495,0.0033
Mexico - Mobile - IUSACELL,521673108,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731100,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731101,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731102,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731103,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731104,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731105,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731106,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731107,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731108,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731110,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731111,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731112,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731113,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731114,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731115,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731116,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731117,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731118,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731120,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731121,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731122,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731123,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731124,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731125,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731126,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731127,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731128,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731131,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731132,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731133,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731134,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731135,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731136,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731137,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731138,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731139,0.00495,0.0033
Mexico - Mobile - IUSACELL,521673122,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731370,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731371,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731372,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731373,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731374,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731375,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216731376,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861410,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861411,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861412,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861413,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861414,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686154,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686155,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686156,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861772,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861773,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861774,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861775,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861776,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861777,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861778,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216861779,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862241,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862242,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862243,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862244,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862245,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862246,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862247,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862248,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862249,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686235,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862540,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862541,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862542,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862543,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862544,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862545,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862546,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862547,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216862548,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686276,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686289,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686297,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686298,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686299,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686300,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686301,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686302,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216863030,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216863031,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216863032,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216863033,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216863034,0.00495,0.0033
Mexico - Mobile - IUSACELL,521686544,0.00495,0.0033
Mexico - Mobile - IUSACELL,521687108,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871090,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871091,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871092,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871093,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871094,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871095,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871096,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871097,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871098,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871120,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871121,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871122,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871123,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871124,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871125,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871126,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871127,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871128,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871130,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871131,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871132,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871133,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871134,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871135,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871136,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871137,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871138,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871140,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871141,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871142,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871143,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871144,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871145,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871146,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871147,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216871148,0.00495,0.0033
Mexico - Mobile - IUSACELL,521687118,0.00495,0.0033
Mexico - Mobile - IUSACELL,521687132,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941040,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941041,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941042,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941043,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941044,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941060,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941061,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941062,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941063,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941064,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941065,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941066,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941067,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941068,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941070,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941071,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941072,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941073,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941074,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941075,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941076,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941077,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216941078,0.00495,0.0033
Mexico - Mobile - IUSACELL,521694112,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951040,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951041,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951042,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951043,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951044,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951060,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951061,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951062,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951063,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951064,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951065,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951066,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951067,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951068,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951070,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951071,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951072,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951073,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951074,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951075,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951076,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951077,0.00495,0.0033
Mexico - Mobile - IUSACELL,5216951078,0.00495,0.0033
Mexico - Mobile - IUSACELL,521695111,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712117,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712144,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121450,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121451,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121452,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121453,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121454,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121455,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121456,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121457,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121458,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121460,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121461,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121462,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121463,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121464,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121465,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121466,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121467,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121468,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712170,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712179,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712184,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712185,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712186,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712194,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712195,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121960,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121961,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121962,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121963,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121965,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121966,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121967,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121968,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217121969,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712197,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712198,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712199,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712200,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712201,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712202,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712203,0.00495,0.0033
Mexico - Mobile - IUSACELL,521712204,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151070,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151071,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151072,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151073,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151074,0.00495,0.0033
Mexico - Mobile - IUSACELL,521715125,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151260,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151261,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151262,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151263,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151264,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151265,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151266,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151267,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151268,0.00495,0.0033
Mexico - Mobile - IUSACELL,521715130,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151525,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151526,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151527,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151528,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151529,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151573,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151574,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151575,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151576,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151578,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151579,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151600,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151601,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151602,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151603,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151604,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217151605,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217171340,0.00495,0.0033
Mexico - Mobile - IUSACELL,521721105,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211060,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211061,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211062,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211063,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211064,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211065,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211066,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217211067,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722108,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722109,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722112,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722113,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722114,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722118,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722123,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722126,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722149,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722150,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722153,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722162,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722164,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722165,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722185,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722186,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722201,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722221,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722233,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722234,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722240,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722241,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722245,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722246,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722247,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722261,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722266,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722306,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223462,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223463,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223464,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223465,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223466,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223467,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223468,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217223469,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722352,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722378,0.00495,0.0033
Mexico - Mobile - IUSACELL,521722383,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217224370,0.00495,0.0033
Mexico - Mobile - IUSACELL,5217224371,0.00495,0.0033
