,,,,,,
Price List Date ,6/7/17,,,,,
Aruba - Mobile Digicel,29774,6/7/17,Flat,0.1862,1-1-1,
Aruba - Mobile Others,29756,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,29759,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,297600,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,297622,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,29766,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,29769,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,29796,6/7/17,Flat,0.1916,1-1-1,
Aruba - Mobile Others,29799,6/7/17,Flat,0.1916,1-1-1,
Ascension Island,247,6/7/17,Flat,0.5681,1-1-1,
Australia,61,6/7/17,Flat,0.0090,1-1-1,
Australia,61877,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61870,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61871,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61872,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61873,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61874,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61881,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61882,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61883,6/7/17,Flat,0.0090,1-1-1,
Australia - Adelaide,61884,6/7/17,Flat,0.0090,1-1-1,
Australia - Brisbane,6172,6/7/17,Flat,0.0090,1-1-1,
Australia - Brisbane,6173,6/7/17,Flat,0.0090,1-1-1,
Australia - Canberra,61261,6/7/17,Flat,0.0090,1-1-1,
Australia - Canberra,61262,6/7/17,Flat,0.0090,1-1-1,
Australia - Melbourne,6138,6/7/17,Flat,0.0090,1-1-1,
Australia - Melbourne,6139,6/7/17,Flat,0.0090,1-1-1,
Australia - Mobile Hutchison,61425,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Hutchison,61430,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Hutchison,61433,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Lyca,61469,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Lyca,61470,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61401,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61402,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61403,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61411,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61412,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61413,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61421,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61422,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61423,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61431,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61432,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61434,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61435,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61466,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614683,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614684,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614685,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614686,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614687,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614688,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614689,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61478,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614790,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,614791,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61481,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Optus,61482,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Others,614,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61400,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61407,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61408,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61409,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61417,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61418,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61419,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61427,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61428,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61429,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61437,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61438,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61439,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614444,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61447,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61448,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61455,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61456,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61457,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61458,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61459,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61467,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61473,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61474,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61475,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61476,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61477,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61487,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614880,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614881,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614882,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614883,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614884,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614885,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614886,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614887,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614889,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61490,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614910,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614911,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614912,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614913,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,614914,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61497,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61498,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Telstra,61499,6/7/17,Flat,0.0250,1-1-1,
Australia - Mobile Vodafone,61404,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61405,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61406,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61410,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61414,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61415,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61416,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61420,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61424,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61426,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61449,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61450,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61451,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61452,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,61453,6/7/17,Flat,0.0218,1-1-1,
Australia - Mobile Vodafone,614888,6/7/17,Flat,0.0218,1-1-1,
Australia - Perth,61861,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61862,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61863,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61864,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61865,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61892,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61893,6/7/17,Flat,0.0090,1-1-1,
Australia - Perth,61894,6/7/17,Flat,0.0090,1-1-1,
Australia - Satellite,6114,6/7/17,Flat,0.0105,1-1-1,
Australia - Satellite,6116,6/7/17,Flat,0.0105,1-1-1,
Australia - Satellite Optus,61145,6/7/17,Flat,0.0105,1-1-1,
Australia - Satellite Telstra,61147,6/7/17,Flat,0.0105,1-1-1,
Australia - Special Services,6113,6/7/17,Flat,0.0140,1-1-1,
Australia - Sydney,6127,6/7/17,Flat,0.0090,1-1-1,
Australia - Sydney,6128,6/7/17,Flat,0.0090,1-1-1,
Australia - Sydney,6129,6/7/17,Flat,0.0090,1-1-1,
Austria,43,6/7/17,Flat,0.1053,1-1-1,
Austria - Mobile A1 Telekom Austria,43664,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,43680,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,43681,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,43688,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,4369981,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,4369982,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,4369988,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile A1 Telekom Austria,4369989,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,43660,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,4367833,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,4367890,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,4367891,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,4368183,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Hutchison 3g,43699,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Lyca,4368864,6/7/17,Flat,0.2089,1-1-1,
Austria - Mobile Others,43655,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43661,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43663,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43665,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43667,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,436688,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43670,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43677,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43678,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,4368860,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,4368861,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,4368877,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,436889,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile Others,43690,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile T-Mobile,43650,6/7/17,Flat,0.2020,1-1-1,
Austria - Mobile T-Mobile,43676,6/7/17,Flat,0.2020,1-1-1,
Austria - Personal,43810,6/7/17,Flat,0.2072,1-1-1,
Austria - Personal,43820,6/7/17,Flat,0.2072,1-1-1,
Austria - Vienna,431,6/7/17,Flat,0.1091,1-1-1,
Azerbaijan,994,6/7/17,Flat,0.1650,1-1-1,
Azerbaijan - Baku,99412,6/7/17,Flat,0.1650,1-1-1,
Azerbaijan - Mobile Azercell,99450,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Azercell,99451,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Azerfon,99470,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Azerfon,99477,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Bakcell,99455,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Catel,99440,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Catel,99444,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Nakchivan,99460,6/7/17,Flat,0.2500,1-1-1,
Azerbaijan - Mobile Nakchivan,99460540,6/7/17,Flat,0.2500,1-1-1,
Bahamas,1242,6/7/17,Flat,0.1518,1-1-1,
Bahamas - Mobile,1242357,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242359,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242375,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242376,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242395,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242422,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242423,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242424,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242425,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242426,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242427,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242428,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242429,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242431,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242432,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242433,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242434,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242436,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242439,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242441,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242442,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242443,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242445,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242446,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242447,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242448,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242449,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242451,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242452,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242453,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242454,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242455,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242456,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242457,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242458,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242462,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242463,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242464,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242465,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242466,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242467,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242468,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,124247,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242481,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242524,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242525,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242533,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242535,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242544,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242551,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242552,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242553,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242554,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242556,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242557,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242558,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242559,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242565,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242577,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242636,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242646,6/7/17,Flat,0.1574,1-1-1,
Bahamas - Mobile,1242727,6/7/17,Flat,0.1574,1-1-1,
Bahrain,973,6/7/17,Flat,0.0865,1-1-1,
Bahrain - Fixed Batelco,97317,6/7/17,Flat,0.0865,1-1-1,
Bahrain - Fixed Viva,9731310,6/7/17,Flat,0.0865,1-1-1,
Bahrain - Fixed Viva,9737178,6/7/17,Flat,0.0865,1-1-1,
Bahrain - Mobile Batelco,973322,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973380,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973381,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973382,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973383,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973384,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973387,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973388,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,973389,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,97339,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,9736670,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,9736671,6/7/17,Flat,0.1070,1-1-1,
Bahrain - Mobile Batelco,9736672,6/7/17,Flat,0.1070,1-1-1,
